age,gender,education_level,years_experience,job_title,performance_score,industry,city,previous_companies,remote_worker,salary
21,Female,HighSchool,0.0,JobRole_6,4.5,Tech,Dallas,4,Yes,62740.39
44,Female,Bachelors,21.9,JobRole_15,3.8,Healthcare,New York,0,No,117287.38
46,Male,Masters,28.3,JobRole_12,4.8,Tech,Seattle,1,Yes,150502.48
33,Male,Bachelors,9.7,JobRole_7,2.6,Finance,San Francisco,2,No,112909.3
33,Male,Bachelors,13.8,JobRole_8,4.4,Tech,Miami,1,No,106387.75
39,Female,Bachelors,20.2,JobRole_14,4.0,Retail,Seattle,2,Yes,121173.11
47,Other,Bachelors,28.4,JobRole_3,3.5,Tech,Denver,1,Yes,113052.22
39,Female,,20.7,JobRole_5,5.0,Healthcare,Boston,3,Yes,125743.05
30,Female,Bachelors,11.9,JobRole_8,4.4,Healthcare,Atlanta,0,No,90256.37
23,Female,Masters,1.1,JobRole_6,3.5,Healthcare,San Francisco,3,No,104108.26
27,Male,Bachelors,2.6,JobRole_1,3.3,Tech,Boston,5,Yes,102570.76
36,Male,HighSchool,13.4,JobRole_2,2.5,Healthcare,Raleigh,3,No,62911.68
30,Female,Bachelors,12.2,JobRole_3,3.4,Finance,Raleigh,0,No,67474.24
37,Female,Bachelors,13.4,JobRole_14,,Finance,New York,1,No,124307.0
31,Male,Bachelors,7.9,JobRole_12,3.6,Finance,Denver,0,No,89962.66
27,Female,Masters,3.9,JobRole_15,3.8,Tech,New York,1,No,114182.39
26,Male,Bachelors,0.5,JobRole_7,3.9,Tech,Raleigh,3,Yes,59981.2
48,Male,Bachelors,24.6,JobRole_13,4.1,Finance,Atlanta,4,No,118264.18
43,Male,Masters,26.0,JobRole_14,5.0,Tech,Chicago,1,No,144071.46
49,Male,Bachelors,26.8,JobRole_10,2.9,Healthcare,Dallas,2,Yes,115444.27
40,Female,Bachelors,14.8,JobRole_3,3.8,Tech,Atlanta,2,Yes,92516.87
32,Male,Bachelors,10.5,JobRole_9,4.7,Healthcare,New York,2,Yes,121490.88
46,Female,Bachelors,27.5,JobRole_9,4.6,Retail,Atlanta,2,No,84907.01
35,Female,Bachelors,9.5,JobRole_12,3.2,Healthcare,Austin,2,Yes,81729.21
37,Female,Bachelors,19.9,JobRole_12,4.5,Finance,Seattle,1,No,118465.36
35,Male,Bachelors,10.7,JobRole_12,3.3,Tech,Austin,4,No,94630.07
21,Male,Bachelors,0.0,JobRole_11,3.5,Retail,Raleigh,4,No,62612.42
48,Male,Masters,26.8,JobRole_8,4.6,Tech,Denver,1,Yes,137571.38
39,Other,Bachelors,17.3,JobRole_9,2.7,Finance,Los Angeles,1,No,106761.25
38,Female,Bachelors,17.8,JobRole_8,4.7,Tech,Chicago,4,No,107190.11
35,Male,Bachelors,17.3,JobRole_9,4.5,Tech,San Francisco,2,Yes,138375.66
37,Female,Bachelors,16.9,JobRole_4,2.4,Healthcare,New York,0,No,119165.68
31,Male,Bachelors,9.2,JobRole_4,1.0,Tech,Dallas,2,Yes,79960.85
40,Female,HighSchool,21.4,JobRole_15,2.3,Tech,New York,2,Yes,120674.14
25,Male,Bachelors,5.6,JobRole_5,3.6,Tech,Denver,1,Yes,107956.04
37,Female,Bachelors,15.0,JobRole_7,5.0,Finance,Boston,0,No,109290.0
40,Male,Bachelors,20.1,JobRole_9,4.6,Retail,Boston,0,No,112520.51
34,Female,Masters,11.7,JobRole_4,4.6,Retail,Chicago,4,No,92956.92
38,Female,Bachelors,15.4,JobRole_7,4.5,Finance,Seattle,3,No,105145.9
28,Female,Masters,10.4,JobRole_12,4.0,Tech,New York,1,No,129699.59
28,Male,Masters,9.3,JobRole_12,1.9,Tech,Miami,3,Yes,79225.72
37,Male,PhD,19.3,JobRole_6,4.8,Healthcare,Seattle,1,No,134541.32
41,Male,Masters,22.9,JobRole_13,3.5,Tech,Boston,1,Yes,144703.03
21,Male,Bachelors,0.0,JobRole_9,2.5,Tech,Dallas,4,Yes,73353.17
40,Male,Bachelors,23.0,JobRole_9,3.7,Tech,Atlanta,2,Yes,100100.69
31,Female,HighSchool,10.1,JobRole_9,4.3,Tech,Boston,8,No,99142.67
34,Female,,16.8,JobRole_5,3.8,Tech,Chicago,0,Yes,116657.15
25,Male,Bachelors,4.6,JobRole_3,3.6,Tech,,1,Yes,84846.62
29,Male,Bachelors,9.9,JobRole_13,3.6,Tech,Seattle,4,No,108890.82
43,Male,Bachelors,24.0,JobRole_15,5.0,Retail,Boston,0,No,109418.79
36,Female,Bachelors,18.4,JobRole_6,2.5,Tech,Austin,3,Yes,84962.85
32,Male,Bachelors,7.1,JobRole_2,3.6,Healthcare,Los Angeles,3,No,87098.43
35,Female,Bachelors,10.3,JobRole_7,4.2,Retail,Denver,1,Yes,61764.75
39,Male,Masters,21.0,JobRole_14,4.1,Tech,Miami,3,No,124280.66
39,Other,Masters,20.1,JobRole_15,5.0,Tech,San Francisco,3,Yes,135813.31
35,Female,Masters,12.7,JobRole_13,3.9,Tech,Seattle,2,No,137326.4
44,Male,Masters,25.1,JobRole_7,3.7,Tech,Atlanta,4,No,108493.02
43,Female,HighSchool,18.8,JobRole_2,3.3,Finance,San Francisco,0,No,113117.33
39,Male,Masters,28.8,JobRole_15,2.8,Healthcare,Denver,3,No,108522.12
36,Female,Bachelors,19.9,JobRole_6,3.4,Healthcare,New York,2,Yes,123154.25
41,Male,Masters,22.9,JobRole_4,3.0,Tech,Dallas,1,No,112282.97
38,Female,Bachelors,18.2,JobRole_7,3.8,Finance,Dallas,3,No,73561.64
44,Female,Bachelors,22.1,JobRole_8,2.4,Finance,Miami,6,No,80063.26
43,Female,Masters,19.1,JobRole_10,3.9,Healthcare,Boston,2,No,138103.29
27,Female,Bachelors,6.7,JobRole_13,3.2,Tech,Seattle,2,No,113147.45
27,Male,Bachelors,4.4,JobRole_11,4.5,Healthcare,Los Angeles,2,No,112747.26
30,Male,Bachelors,7.6,JobRole_1,4.0,Finance,New York,3,Yes,117151.35
43,Male,Bachelors,18.7,JobRole_5,4.8,Retail,Raleigh,2,No,86920.29
23,Male,Bachelors,3.7,JobRole_9,3.5,Tech,Denver,1,Yes,99954.15
39,Female,Bachelors,17.9,JobRole_14,4.6,Tech,San Francisco,5,Yes,149870.75
38,Male,Bachelors,19.6,JobRole_2,3.9,Healthcare,Chicago,0,Yes,99245.21
45,Female,Bachelors,26.4,JobRole_4,3.4,Tech,Miami,1,No,99841.64
37,Female,HighSchool,17.7,JobRole_8,3.4,Tech,Seattle,3,Yes,114982.54
25,Female,Bachelors,13.0,JobRole_12,4.2,Retail,Raleigh,1,Yes,73948.09
28,Male,Bachelors,10.5,JobRole_5,4.0,Tech,San Francisco,4,Yes,137853.57
26,Female,Bachelors,2.2,JobRole_8,3.6,Tech,Dallas,0,Yes,70118.21
31,Female,Bachelors,12.4,JobRole_15,3.8,Finance,San Francisco,4,Yes,135941.63
34,Male,Bachelors,13.8,JobRole_10,3.9,Finance,Raleigh,3,No,95332.25
26,Female,PhD,2.0,JobRole_10,2.8,Finance,Miami,1,Yes,105034.91
47,Female,Masters,22.7,JobRole_1,4.1,Tech,Seattle,0,Yes,124303.08
25,Male,Masters,6.4,JobRole_14,3.3,Healthcare,Chicago,0,No,90716.59
46,Male,Bachelors,28.1,JobRole_7,4.0,Healthcare,Los Angeles,4,No,129269.73
45,Male,Bachelors,21.9,JobRole_6,2.4,Tech,Austin,1,Yes,92891.82
43,Male,HighSchool,25.9,JobRole_2,4.4,Healthcare,Miami,0,No,90111.62
30,Male,Bachelors,10.9,JobRole_7,2.6,Finance,Seattle,1,No,99854.1
38,Male,Masters,21.6,JobRole_3,2.9,Tech,Seattle,1,Yes,140260.87
25,Male,Bachelors,8.3,JobRole_4,3.9,Healthcare,Austin,2,Yes,99512.37
43,Male,Bachelors,22.5,JobRole_14,2.6,Finance,Seattle,4,No,122293.07
35,Female,Bachelors,19.9,JobRole_11,4.5,Tech,Austin,5,Yes,118030.61
32,Male,Bachelors,8.6,JobRole_6,3.0,Tech,Chicago,1,Yes,83674.89
26,Female,HighSchool,13.2,JobRole_3,4.2,Healthcare,Miami,2,No,76941.41
21,Male,Bachelors,0.0,JobRole_1,2.3,Retail,,2,No,61220.37
27,Male,Bachelors,6.9,JobRole_10,3.2,Tech,Atlanta,0,No,83512.4
44,Male,Bachelors,22.3,JobRole_1,,Tech,Raleigh,1,No,102427.59
32,Male,Bachelors,10.9,JobRole_6,3.5,Tech,Dallas,2,No,89318.25
34,Male,Masters,22.8,JobRole_4,3.2,Finance,Dallas,0,No,118697.68
41,Female,Masters,19.6,JobRole_7,4.3,Tech,Los Angeles,0,Yes,129152.44
50,Male,Masters,32.6,JobRole_9,2.2,Finance,Los Angeles,3,No,142012.98
46,Female,Bachelors,25.3,JobRole_14,4.9,Healthcare,Los Angeles,4,Yes,135246.27
28,Female,Bachelors,10.8,JobRole_8,2.8,Finance,Boston,0,No,94382.31
21,Male,Masters,0.0,JobRole_3,4.6,Tech,Los Angeles,2,Yes,126001.12
54,Male,HighSchool,34.8,JobRole_7,4.8,Healthcare,Miami,2,No,90861.82
54,Female,Bachelors,35.9,JobRole_1,,Finance,Denver,2,No,132074.89
37,Male,Bachelors,14.8,JobRole_2,4.1,Tech,Los Angeles,2,Yes,126216.01
25,Male,Bachelors,13.3,JobRole_9,2.3,Tech,Seattle,2,No,109269.44
43,Other,HighSchool,25.0,JobRole_10,3.4,Tech,Dallas,4,No,91091.33
35,Male,Masters,14.3,JobRole_8,3.4,Healthcare,Atlanta,3,No,89480.94
35,Female,Bachelors,12.9,JobRole_15,4.0,Tech,Dallas,0,Yes,88560.35
43,Other,Bachelors,23.3,JobRole_7,4.0,Finance,Chicago,1,No,94734.76
38,Male,Bachelors,14.4,JobRole_11,3.5,Healthcare,Denver,1,Yes,108545.74
26,Male,Bachelors,11.3,JobRole_10,3.3,Tech,Miami,1,No,101078.28
33,Male,Bachelors,14.3,JobRole_2,3.6,Tech,Chicago,6,No,87490.16
41,Male,HighSchool,20.7,JobRole_15,3.9,Healthcare,Austin,2,Yes,86860.64
40,Male,Bachelors,23.1,JobRole_14,4.5,Tech,San Francisco,1,No,159548.68
38,Female,Masters,15.8,JobRole_2,4.1,Healthcare,Los Angeles,3,No,129699.29
43,Male,Bachelors,19.5,JobRole_7,4.2,Healthcare,Denver,5,No,86269.8
33,Male,Bachelors,12.6,JobRole_7,4.9,Finance,Austin,3,No,111650.7
37,Other,Bachelors,17.4,JobRole_6,4.2,Finance,Atlanta,2,No,75576.63
21,Female,Bachelors,2.6,JobRole_10,3.6,Finance,Denver,1,Yes,80555.25
32,Female,Bachelors,7.6,JobRole_12,4.2,Tech,Miami,1,No,77380.21
42,Male,HighSchool,20.6,JobRole_5,3.8,Tech,Dallas,2,No,109177.14
32,Female,Masters,2.7,JobRole_6,3.5,Retail,New York,2,No,92891.63
32,Male,Bachelors,8.5,JobRole_12,4.7,Finance,Dallas,0,Yes,85604.4
27,Male,Bachelors,9.1,JobRole_9,3.8,Tech,Raleigh,0,No,85119.1
44,Male,Bachelors,26.9,JobRole_4,4.6,Healthcare,Denver,1,No,118914.99
40,Female,Masters,16.6,JobRole_12,4.8,Healthcare,Austin,3,Yes,102083.57
42,Male,Bachelors,21.0,JobRole_10,5.0,Healthcare,Miami,2,No,109596.55
22,Male,HighSchool,2.1,JobRole_1,2.0,Tech,Dallas,1,No,52591.31
34,Male,Masters,17.2,JobRole_9,2.5,Tech,Atlanta,2,Yes,94659.9
33,Male,Bachelors,17.6,JobRole_8,2.9,Healthcare,Seattle,1,Yes,107770.96
33,Female,HighSchool,13.5,JobRole_11,2.4,Tech,Seattle,1,No,91173.53
31,Female,HighSchool,10.2,JobRole_2,5.0,Healthcare,Los Angeles,3,Yes,75748.35
33,Female,Masters,8.7,JobRole_4,4.5,Healthcare,Denver,0,No,97360.54
42,Male,Masters,22.3,JobRole_3,3.5,Tech,Chicago,1,Yes,125993.53
21,Male,Masters,7.2,JobRole_3,3.7,Finance,Chicago,4,No,98879.07
50,Male,Masters,33.9,JobRole_6,3.6,Finance,Dallas,1,No,116200.18
39,Male,Bachelors,19.5,JobRole_7,2.9,Tech,Denver,3,No,106325.55
35,Male,Bachelors,15.9,JobRole_8,2.0,Tech,Raleigh,2,Yes,81775.6
43,Female,Bachelors,20.9,JobRole_7,2.5,Retail,Raleigh,0,No,55931.11
24,Male,PhD,2.9,JobRole_15,4.1,Healthcare,Dallas,3,Yes,94560.22
30,Male,Bachelors,10.4,JobRole_12,3.2,Tech,Miami,2,No,81925.56
35,Male,PhD,15.5,JobRole_15,3.0,Tech,Dallas,2,No,106381.1
46,Male,HighSchool,29.0,JobRole_9,5.0,Tech,New York,1,Yes,158131.63
35,Male,Masters,17.9,JobRole_2,4.2,Finance,Boston,0,No,125828.79
39,Female,Bachelors,20.6,JobRole_10,4.9,Retail,Miami,2,No,81050.34
31,Female,Masters,8.0,JobRole_4,3.1,Tech,New York,3,Yes,132419.5
39,Female,HighSchool,16.1,JobRole_15,4.7,Tech,Seattle,1,Yes,98117.76
49,Male,HighSchool,26.3,JobRole_2,4.5,Tech,Los Angeles,1,No,123951.53
43,Male,HighSchool,23.7,JobRole_13,2.9,Tech,San Francisco,2,Yes,160113.62
35,Male,Bachelors,8.9,JobRole_15,3.6,Finance,Austin,1,No,74753.56
41,Male,Bachelors,21.0,JobRole_11,2.4,Tech,Los Angeles,2,Yes,136743.64
40,Female,Masters,24.2,JobRole_3,3.8,Healthcare,Boston,7,No,121397.53
40,Male,Bachelors,22.0,JobRole_13,,Finance,Miami,0,Yes,95860.84
44,Male,HighSchool,22.9,JobRole_10,4.3,Tech,Boston,0,No,135719.09
44,Male,Bachelors,21.9,JobRole_1,3.7,Healthcare,Seattle,2,No,114037.54
34,Male,HighSchool,16.4,JobRole_14,4.8,Healthcare,Denver,0,No,94028.46
41,Female,Masters,21.9,JobRole_8,3.7,Finance,Seattle,0,No,122230.33
32,Male,Masters,11.3,JobRole_5,3.8,Tech,Los Angeles,1,Yes,136464.35
28,Male,PhD,6.2,JobRole_5,3.9,Healthcare,San Francisco,4,No,155012.03
33,Male,Bachelors,13.2,JobRole_8,3.4,Finance,Raleigh,2,No,77709.9
35,Male,HighSchool,14.1,JobRole_15,4.7,Finance,Seattle,2,No,97877.97
22,Female,Bachelors,4.4,JobRole_15,4.2,Tech,San Francisco,2,Yes,135154.72
42,Female,Bachelors,25.7,JobRole_11,4.3,Tech,Austin,3,No,115729.82
21,Female,PhD,0.0,JobRole_9,3.0,Tech,Seattle,5,No,116227.06
57,Female,HighSchool,33.3,JobRole_9,3.3,Tech,Miami,0,Yes,115856.54
48,Male,HighSchool,32.0,JobRole_10,4.2,Finance,Atlanta,1,No,105801.01
33,Female,Masters,13.5,JobRole_9,3.6,Tech,New York,1,No,122551.2
36,Male,Bachelors,12.6,JobRole_2,3.0,Healthcare,Raleigh,3,Yes,72393.05
38,Male,Bachelors,20.9,JobRole_7,3.7,Tech,Miami,3,No,83487.81
31,Female,Masters,12.0,JobRole_7,2.7,Tech,Boston,1,Yes,106988.65
37,Male,HighSchool,23.6,JobRole_4,5.0,Healthcare,Dallas,1,Yes,95620.5
34,Female,Masters,13.3,JobRole_5,4.5,Tech,Seattle,3,Yes,129405.31
35,Male,Bachelors,18.3,JobRole_14,2.8,Tech,Seattle,0,No,129308.7
37,Female,HighSchool,12.7,JobRole_6,,Finance,Raleigh,1,No,59186.25
25,Female,Bachelors,9.2,JobRole_7,2.0,Finance,Boston,0,Yes,98410.5
36,Female,Bachelors,18.8,JobRole_13,3.6,Tech,New York,0,Yes,148451.02
37,Female,Bachelors,21.8,JobRole_2,3.8,Finance,Boston,3,No,108714.63
37,Female,Bachelors,20.3,JobRole_10,3.3,Tech,Seattle,3,No,119210.46
34,Male,Bachelors,13.7,JobRole_2,3.1,Tech,New York,1,Yes,117759.87
45,Male,Bachelors,21.5,JobRole_15,4.1,Finance,Boston,0,Yes,122595.6
33,Male,Bachelors,11.2,JobRole_13,3.3,Tech,Seattle,3,No,124075.26
37,Female,HighSchool,11.7,JobRole_2,4.2,Tech,Denver,4,Yes,85966.54
46,Male,PhD,23.2,JobRole_13,5.0,Finance,New York,1,No,192114.6
35,Female,Masters,16.3,JobRole_14,4.1,Tech,Los Angeles,1,Yes,140838.41
37,Male,HighSchool,16.9,JobRole_15,4.9,Healthcare,Denver,2,No,76449.35
35,Male,Bachelors,14.3,JobRole_5,3.2,Tech,Los Angeles,2,Yes,126531.32
45,Female,Bachelors,22.6,JobRole_6,4.0,Healthcare,New York,3,No,120453.77
33,Male,Bachelors,7.7,JobRole_15,4.5,Retail,Atlanta,4,Yes,62221.14
46,Male,Bachelors,26.5,JobRole_11,3.9,Tech,Dallas,2,No,104055.17
35,Male,Bachelors,16.1,JobRole_15,4.0,Healthcare,Chicago,2,Yes,90412.22
29,Female,Bachelors,6.0,JobRole_6,2.7,Healthcare,Atlanta,2,Yes,58889.26
41,Female,HighSchool,19.4,JobRole_3,5.0,Tech,Seattle,3,No,97214.22
33,Male,Masters,17.6,JobRole_12,3.2,Retail,Atlanta,3,No,71662.4
40,Male,Bachelors,23.5,JobRole_15,4.1,Retail,Seattle,4,No,99746.45
21,Male,Bachelors,0.0,JobRole_4,2.8,Tech,Seattle,1,No,89514.42
36,Female,Masters,15.7,JobRole_7,2.8,Finance,Miami,3,No,96428.2
32,Female,Masters,16.4,JobRole_7,4.1,Tech,Denver,1,No,104554.46
27,Male,Bachelors,6.4,JobRole_15,5.0,Retail,Chicago,3,No,63644.76
31,Male,Masters,10.2,JobRole_6,3.0,Tech,San Francisco,1,No,137610.98
31,Male,Bachelors,14.3,JobRole_1,2.9,Tech,New York,2,Yes,137998.93
35,Female,Bachelors,18.0,JobRole_10,3.4,Retail,Dallas,3,No,89442.06
25,Female,Bachelors,7.8,JobRole_6,3.3,Finance,Denver,2,No,75443.17
38,Male,Masters,17.2,JobRole_14,4.2,Retail,Los Angeles,0,Yes,118142.01
46,Male,Bachelors,28.0,JobRole_13,2.6,Finance,Denver,1,No,129903.18
38,Male,Bachelors,22.5,JobRole_1,4.9,Retail,Denver,3,No,97019.16
42,Female,Bachelors,21.9,JobRole_11,5.0,Retail,Chicago,3,Yes,91162.04
44,Male,Bachelors,22.8,JobRole_5,4.3,Tech,Los Angeles,1,No,137592.15
45,Female,Bachelors,28.7,JobRole_6,3.2,Tech,Chicago,2,Yes,103765.01
50,Female,Bachelors,36.1,JobRole_7,5.0,Retail,Raleigh,3,No,91107.83
32,Male,Bachelors,18.3,JobRole_8,3.5,Healthcare,San Francisco,1,Yes,133935.48
30,Male,Bachelors,8.9,JobRole_9,3.8,Tech,Boston,3,No,101306.56
42,Male,Bachelors,21.2,JobRole_6,3.9,Retail,Dallas,1,No,74605.06
41,Female,Masters,17.9,JobRole_11,2.9,Tech,San Francisco,2,No,170927.9
42,Female,Bachelors,22.4,JobRole_7,5.0,Retail,New York,1,Yes,112729.86
51,Female,Bachelors,27.8,JobRole_15,3.0,Tech,Boston,0,No,122108.67
36,Male,PhD,14.4,JobRole_4,3.8,Retail,New York,0,No,138990.91
39,Male,HighSchool,21.1,JobRole_10,4.0,Tech,Miami,3,Yes,99052.9
28,Female,Bachelors,9.2,JobRole_7,3.7,Tech,Austin,1,No,95139.08
53,Female,Bachelors,27.6,JobRole_10,4.3,Finance,Seattle,0,No,135413.57
33,Male,Bachelors,17.7,JobRole_1,3.8,Tech,Atlanta,1,No,90929.89
33,Female,Bachelors,9.7,JobRole_3,4.0,Tech,Dallas,2,Yes,90514.32
33,Female,HighSchool,10.1,JobRole_1,2.9,Tech,Boston,3,No,102273.55
30,Female,Bachelors,6.3,JobRole_11,2.6,Finance,New York,2,Yes,95387.5
30,Female,Bachelors,8.0,JobRole_8,4.5,Finance,Dallas,5,No,90889.62
31,Female,Bachelors,8.3,JobRole_3,4.0,Tech,Chicago,1,Yes,82992.25
25,Female,Masters,2.4,JobRole_7,3.3,Tech,Chicago,3,No,101288.91
29,Male,Masters,1.6,JobRole_2,4.5,Healthcare,Boston,2,Yes,90844.43
51,Male,Bachelors,31.4,JobRole_12,4.6,Tech,Miami,3,No,114621.3
41,Female,Bachelors,21.7,JobRole_12,4.5,Finance,Seattle,0,No,115517.81
43,Male,HighSchool,29.7,JobRole_5,5.0,Tech,Denver,1,Yes,121029.13
45,Male,Bachelors,26.5,JobRole_15,4.2,Tech,Boston,0,No,132949.41
50,Male,Masters,28.5,JobRole_3,3.8,Healthcare,Dallas,2,No,115954.56
21,Male,Bachelors,0.0,JobRole_10,3.1,Retail,Miami,2,Yes,63538.89
26,Female,HighSchool,5.7,JobRole_3,1.9,Tech,Atlanta,3,No,64533.7
29,Female,Bachelors,10.3,JobRole_14,2.8,Tech,Austin,2,No,87455.98
32,Male,Bachelors,10.5,JobRole_15,4.3,Tech,Miami,6,No,84880.53
33,Male,Bachelors,13.2,JobRole_5,3.1,Retail,Austin,5,No,91949.45
32,Male,Bachelors,17.7,JobRole_14,3.5,Retail,New York,2,No,115537.99
37,Female,Bachelors,15.8,JobRole_8,4.4,Tech,Seattle,2,Yes,118751.53
36,Female,Masters,10.3,JobRole_2,3.8,Tech,Los Angeles,4,Yes,115446.93
30,Male,Bachelors,12.6,JobRole_11,3.9,Healthcare,Chicago,2,Yes,91922.83
21,Female,Masters,,JobRole_4,4.5,Tech,Los Angeles,1,No,101188.79
28,Female,Masters,2.9,JobRole_4,4.1,Retail,Los Angeles,0,No,94518.8
31,Female,Bachelors,12.3,JobRole_13,2.0,Healthcare,Atlanta,1,No,88530.21
34,Female,Bachelors,11.0,JobRole_15,5.0,Tech,Seattle,2,No,109704.73
26,Male,HighSchool,7.3,JobRole_14,3.3,Retail,Chicago,2,No,57407.96
32,Female,Bachelors,17.7,JobRole_12,4.4,Healthcare,New York,2,No,109951.41
26,Male,Bachelors,5.5,JobRole_11,,Healthcare,Seattle,3,No,119498.25
34,Female,HighSchool,17.2,JobRole_5,3.2,Retail,Chicago,1,No,85852.69
27,Female,Bachelors,3.3,JobRole_6,3.8,Tech,Raleigh,1,Yes,75630.09
29,Female,Masters,4.4,JobRole_9,3.0,Tech,San Francisco,1,No,133848.17
25,Female,PhD,11.1,JobRole_5,3.4,Retail,,4,Yes,121441.25
34,Male,Bachelors,14.9,JobRole_12,4.4,Retail,Austin,2,No,79835.84
29,Male,Bachelors,10.9,JobRole_10,3.1,Retail,Boston,0,No,93022.0
43,Other,Masters,26.5,JobRole_8,2.5,Finance,Boston,2,Yes,125325.59
39,Female,Bachelors,17.4,JobRole_5,3.1,Tech,Chicago,1,Yes,105859.54
35,Male,HighSchool,17.5,JobRole_3,4.8,Tech,Raleigh,2,No,80701.68
29,Male,Bachelors,11.0,JobRole_6,4.4,Finance,San Francisco,0,No,114615.52
39,Male,Masters,15.1,JobRole_13,4.2,Healthcare,Denver,2,Yes,110202.67
41,Female,Bachelors,25.5,JobRole_4,4.3,Finance,Boston,1,Yes,134199.77
37,Female,Bachelors,20.9,JobRole_5,5.0,Tech,Seattle,3,Yes,134067.26
48,Male,Bachelors,24.1,JobRole_8,5.0,Retail,Denver,0,Yes,100830.55
39,Male,Masters,19.6,JobRole_11,3.3,Finance,Dallas,1,No,123845.21
43,Female,Masters,22.3,JobRole_11,4.3,Tech,Seattle,1,No,140550.76
37,Female,Bachelors,21.3,JobRole_4,4.4,Healthcare,Seattle,1,No,123127.86
41,Male,Masters,16.8,JobRole_7,3.3,Healthcare,Denver,4,No,99655.87
29,Female,Bachelors,19.8,JobRole_3,4.2,Tech,Dallas,2,Yes,92517.91
32,Male,Bachelors,11.5,JobRole_4,3.1,Finance,Denver,2,No,87783.63
38,Male,Masters,20.2,JobRole_8,3.9,Finance,Seattle,3,Yes,128118.83
38,Female,Bachelors,22.2,JobRole_8,3.8,Finance,Austin,1,No,124925.49
40,Female,Bachelors,19.4,JobRole_13,4.9,Tech,Chicago,2,No,108494.28
44,Female,Bachelors,23.7,JobRole_13,4.8,Finance,,2,No,103032.43
24,Female,Masters,2.5,JobRole_9,2.7,Tech,San Francisco,2,No,115602.19
28,Female,Masters,5.3,JobRole_4,5.0,Retail,,2,Yes,85038.07
37,Male,Masters,17.8,JobRole_10,4.4,Finance,New York,1,Yes,158964.35
30,Male,Bachelors,9.6,JobRole_4,2.5,Healthcare,San Francisco,1,Yes,106779.59
63,Male,Masters,41.5,JobRole_5,3.7,Tech,Boston,2,Yes,168311.94
40,Male,Bachelors,18.6,JobRole_14,2.8,Tech,Los Angeles,1,No,138093.03
35,Female,Bachelors,16.7,JobRole_5,3.4,Tech,Miami,2,Yes,92218.18
31,Other,Masters,8.6,JobRole_3,5.0,Tech,Miami,2,Yes,106472.71
32,Male,Bachelors,11.3,JobRole_1,3.6,Healthcare,Denver,1,Yes,81574.35
36,Male,HighSchool,18.7,JobRole_10,4.1,Retail,Boston,2,Yes,88396.96
36,Female,Bachelors,16.7,JobRole_15,5.0,Retail,Denver,2,No,80927.52
32,Male,Bachelors,8.9,JobRole_1,2.9,Tech,Seattle,4,No,97609.91
33,Female,Bachelors,12.9,JobRole_12,4.0,Tech,Los Angeles,2,Yes,107760.13
46,Female,HighSchool,27.3,JobRole_14,5.0,Healthcare,Denver,2,No,92936.11
47,Female,Bachelors,30.0,JobRole_8,3.4,Tech,Raleigh,1,Yes,107442.91
38,Male,HighSchool,15.7,JobRole_4,4.5,Tech,Boston,4,Yes,120181.29
25,Male,Masters,3.3,JobRole_13,3.7,Retail,Boston,3,Yes,99186.72
40,Female,Bachelors,17.9,JobRole_11,2.8,Tech,Los Angeles,2,No,134690.45
48,Female,HighSchool,26.1,JobRole_10,4.8,Tech,New York,5,No,134582.05
46,Male,Bachelors,27.2,JobRole_15,4.3,Tech,Seattle,4,No,128052.99
41,Female,Masters,22.8,JobRole_14,4.0,Tech,Atlanta,1,No,114471.92
47,Male,HighSchool,30.2,JobRole_11,4.4,Retail,Los Angeles,3,Yes,121870.0
36,Female,Bachelors,15.7,JobRole_2,5.0,Tech,Chicago,1,No,84490.28
41,Male,Masters,16.8,JobRole_6,3.8,Finance,San Francisco,2,No,140908.9
30,Female,Bachelors,12.0,JobRole_9,3.1,Finance,Raleigh,3,Yes,79253.66
38,Male,Masters,18.5,JobRole_15,2.8,Tech,Los Angeles,4,Yes,134756.04
46,Male,Bachelors,26.2,JobRole_5,3.4,Healthcare,Miami,1,No,124479.04
31,Male,Bachelors,7.1,JobRole_3,2.9,Healthcare,Boston,3,No,92737.36
29,Male,Bachelors,8.4,JobRole_4,3.1,Retail,Chicago,1,No,66781.65
36,Female,HighSchool,12.4,JobRole_15,3.6,Finance,New York,4,Yes,100352.65
34,Other,Masters,15.4,JobRole_13,4.4,Tech,Denver,2,Yes,108431.06
41,Male,PhD,19.7,JobRole_2,3.1,Tech,Dallas,2,No,129196.42
32,Male,PhD,10.4,JobRole_15,2.9,Tech,Chicago,2,Yes,122509.91
49,Female,Masters,24.4,JobRole_14,3.9,Tech,New York,2,No,165283.72
25,Female,Masters,8.1,JobRole_7,3.6,Tech,Denver,2,Yes,97050.19
46,Female,Bachelors,25.2,JobRole_13,,Tech,San Francisco,1,Yes,162130.0
29,Male,Masters,9.3,JobRole_4,3.8,Retail,Miami,1,Yes,93815.98
21,Male,Bachelors,0.0,JobRole_4,3.8,Tech,Miami,3,Yes,74953.19
37,Female,Bachelors,12.0,JobRole_8,3.8,Tech,New York,0,Yes,125677.76
33,Male,Bachelors,11.4,JobRole_10,2.6,Tech,Boston,2,Yes,125465.73
27,Female,Masters,5.9,JobRole_5,2.3,Finance,Chicago,2,No,95455.3
22,Male,,2.9,JobRole_3,1.7,Tech,Boston,1,No,97326.59
